Game Number,Number of Moves,Score,Largest Tile,Sum of Tiles,Losing Configuration,seconds
71,208,2412,256,460,"1,3,4,2,3,4,3,4,8,6,5,2,2,4,2,1",1.043374
72,284,4292,512,640,"2,5,2,1,4,9,4,3,2,4,3,1,1,2,1,3",1.218789
73,291,4300,512,626,"1,9,4,3,3,5,2,1,2,3,1,2,1,4,2,1",1.250986
74,191,2392,256,440,"1,3,2,1,2,6,3,2,8,3,2,1,2,6,1,2",1.007385
75,167,2016,256,378,"2,4,5,2,1,3,4,1,3,2,8,3,2,1,3,2",0.910271
76,311,4576,512,686,"3,1,5,1,6,4,9,3,2,3,1,2,1,4,2,1",1.273537
77,291,4352,512,646,"1,3,5,1,3,1,4,3,2,9,3,2,1,5,2,1",1.248423
78,305,4432,512,668,"3,4,3,2,2,5,9,3,5,4,3,2,1,3,2,1",1.331214
79,275,4216,512,614,"2,3,9,3,1,4,2,1,5,2,1,2,1,3,2,1",1.196271
80,338,4884,512,756,"3,4,9,1,2,6,5,3,6,4,3,2,2,3,2,1",1.376944
81,358,5120,512,774,"2,9,1,4,4,7,4,3,2,5,3,2,1,4,2,1",1.400597
82,219,2700,256,484,"2,1,4,1,4,2,7,4,2,8,3,2,1,4,2,1",1.067982
83,305,4400,512,660,"4,2,3,1,3,9,4,3,4,5,3,2,2,4,2,1",1.263820
84,358,5048,512,792,"3,4,5,4,9,6,4,3,6,5,3,2,2,1,2,1",1.359599
85,295,4496,512,680,"3,1,3,1,2,6,9,3,1,2,4,2,5,3,2,1",1.209994
86,190,2300,256,432,"1,2,3,1,2,5,8,3,3,4,6,4,2,1,2,1",0.958307
87,323,4588,512,702,"1,3,1,5,4,9,5,3,3,5,4,2,2,4,3,1",1.407473
88,308,4552,512,686,"5,3,2,1,3,9,4,3,1,6,3,2,2,3,2,1",1.328857
89,215,2652,256,470,"1,2,3,2,2,3,7,4,1,2,8,2,2,4,3,1",1.063625
90,313,4484,512,680,"2,9,4,3,5,4,3,2,2,3,5,3,1,4,3,1",1.501443
91,358,5176,512,802,"4,7,3,2,3,5,9,4,5,4,3,2,2,3,2,1",1.361367
92,289,4280,512,624,"1,3,5,3,3,9,3,2,2,4,2,1,1,3,1,2",1.354837
93,362,5192,512,800,"4,9,5,4,3,7,4,3,2,5,3,2,1,3,2,1",1.447891
94,331,4744,512,730,"1,2,6,4,4,9,5,3,3,5,3,2,2,1,4,1",1.258227
95,309,4544,512,690,"1,3,9,4,4,6,4,3,1,4,3,2,2,3,2,1",1.316681
96,212,2456,256,460,"1,2,4,2,8,6,3,1,1,3,5,2,5,4,3,1",1.056225
97,326,4700,512,712,"4,6,2,1,2,5,9,3,5,1,3,2,1,4,2,1",1.355774
98,302,4416,512,660,"3,5,4,3,4,1,9,2,1,3,5,3,2,1,2,1",1.348376
99,305,4428,512,662,"2,3,5,1,3,9,4,3,2,4,3,2,1,5,2,1",1.369166
