Game Number,Number of Moves,Score,Largest Tile,Sum of Tiles,Losing Configuration,seconds
51,918,15772,1024,2016,"1,2,5,1,2,8,7,2,1,3,9,4,2,4,10,1",1.082078
52,1838,35636,2048,4042,"1,3,5,2,2,11,9,5,5,8,6,1,1,10,4,2",1.712632
53,1878,36156,2048,4118,"3,4,2,1,2,11,10,3,4,8,6,9,2,7,4,3",1.779422
54,476,7032,512,1060,"1,2,1,2,9,4,6,3,2,5,8,7,1,4,1,3",0.690729
55,1413,27160,2048,3098,"1,2,1,2,2,4,7,4,8,11,6,9,2,5,1,2",1.546121
56,1655,32280,2048,3634,"1,10,5,3,2,8,11,6,4,5,7,2,3,1,2,1",1.691859
57,1657,32292,2048,3638,"1,6,5,1,3,7,11,8,10,3,4,3,1,2,5,2",1.648341
58,1870,35920,2048,4098,"2,4,3,2,11,5,6,9,4,8,10,3,3,6,5,1",1.741751
59,935,16068,1024,2104,"3,4,3,1,1,5,10,4,2,7,6,3,3,9,4,8",1.103673
60,1757,34432,2048,3876,"2,4,2,1,11,7,5,2,3,4,6,9,1,2,10,3",1.651893
61,961,16208,1024,2106,"4,2,1,2,5,9,6,1,4,8,10,2,5,3,1,7",1.125448
62,952,16152,1024,2094,"2,4,2,1,1,5,9,3,2,6,8,7,1,10,5,2",1.132401
63,623,10500,1024,1352,"2,5,3,2,7,4,10,4,2,3,6,2,1,2,5,1",0.866135
64,1433,27380,2048,3160,"4,5,4,1,7,11,9,2,2,8,5,3,5,6,1,2",1.464855
65,899,15400,1024,1972,"2,4,2,1,4,9,3,2,1,10,5,8,2,6,3,4",1.056804
66,946,16152,1024,2112,"2,8,3,4,3,10,6,5,4,5,7,2,1,9,2,1",1.143149
67,1756,34416,2048,3870,"2,3,1,2,4,7,9,3,11,10,6,1,5,3,1,3",1.756363
68,2745,59144,4096,6020,"1,2,10,3,4,7,12,4,5,6,9,6,4,5,2,1",2.289870
69,1656,32288,2048,3640,"1,2,4,2,6,10,8,3,2,5,11,5,3,7,3,1",1.558675
70,1414,27156,2048,3098,"9,2,1,6,3,7,3,2,1,11,5,1,4,3,8,2",1.459129
71,927,15956,1024,2060,"2,1,8,2,1,4,6,4,2,10,7,1,1,4,3,9",1.075485
72,1400,26944,2048,3064,"2,3,9,3,3,8,5,4,1,4,11,7,2,1,2,4",1.452571
73,1818,35448,2048,4008,"2,3,10,2,11,4,5,3,3,9,8,6,1,4,1,2",1.549394
74,1802,35392,2048,4004,"1,4,2,1,2,10,11,4,5,9,8,1,2,6,1,4",1.622591
75,2585,56460,4096,5668,"1,10,2,1,2,12,6,5,7,3,5,8,2,1,3,1",2.311449
76,945,16132,1024,2106,"3,2,3,10,5,8,4,2,2,7,6,5,1,3,9,2",1.085404
77,1894,36332,2048,4158,"2,7,4,3,3,11,9,10,5,6,8,5,2,4,2,1",1.744496
78,951,16108,1024,2084,"3,8,3,1,4,6,4,7,10,9,3,1,1,5,1,2",1.118962
79,838,14432,1024,1854,"5,2,1,2,4,3,2,9,10,7,6,5,2,1,4,1",1.024491
80,952,16124,1024,2090,"2,4,2,1,1,3,9,7,6,10,5,4,1,8,4,2",1.108687
81,1867,36028,2048,4094,"1,5,7,2,3,9,8,5,4,10,3,2,1,11,4,1",1.664043
82,1488,28032,2048,3248,"2,8,3,1,5,11,6,5,2,7,9,2,1,4,7,3",1.453995
83,1642,32268,2048,3658,"1,4,3,1,3,6,8,4,5,10,11,2,4,7,5,1",1.630156
84,2344,51372,4096,5154,"3,1,6,1,8,4,9,2,12,7,4,5,2,1,3,2",2.096499
85,925,15868,1024,2044,"2,1,2,1,4,5,8,3,9,7,5,10,1,4,1,2",1.047167
86,1678,32584,2048,3704,"2,7,6,2,4,11,8,4,5,10,5,3,1,2,6,1",1.556419
87,957,16200,1024,2118,"4,10,4,5,3,7,8,3,2,9,6,2,1,2,3,5",1.063359
88,982,16552,1024,2152,"2,1,4,2,3,10,7,1,9,7,8,3,2,4,3,5",1.135462
89,1417,27184,2048,3106,"7,4,2,1,2,11,6,3,1,5,4,8,3,1,9,2",1.475900
90,1608,31588,2048,3524,"1,3,2,3,3,5,6,8,5,11,3,2,3,10,4,1",1.594194
91,917,15820,1024,2034,"1,2,3,1,9,4,1,2,1,7,5,8,5,3,10,1",1.057856
92,980,16420,1024,2146,"1,8,4,6,3,6,10,3,4,5,7,9,3,1,2,1",1.184289
93,1466,27644,2048,3196,"2,6,3,1,4,8,11,7,2,5,9,5,1,4,6,3",1.580320
94,1667,32404,2048,3646,"1,2,11,2,6,8,10,4,4,7,6,1,1,2,3,2",1.637097
95,950,16172,1024,2118,"2,4,3,2,6,5,9,8,4,10,5,2,3,7,3,1",1.057643
96,1672,32996,2048,3712,"1,2,8,2,11,4,3,1,2,10,6,2,1,4,8,1",1.616190
97,975,16384,1024,2140,"1,3,6,3,9,8,5,4,3,7,10,2,2,3,6,1",1.142106
98,1837,35620,2048,4038,"8,3,2,1,3,10,5,6,2,11,9,5,1,5,3,1",1.669907
99,894,15660,1024,2008,"1,2,5,10,2,4,9,1,1,8,7,2,2,3,1,3",1.082590
