Game Number,Number of Moves,Score,Largest Tile,Sum of Tiles,Losing Configuration,seconds
23,175,2068,256,390,"2,5,3,2,3,1,8,4,1,4,3,2,4,3,2,1",0.344874
24,273,4148,512,596,"2,1,3,2,4,3,2,1,1,9,3,2,3,1,2,3",0.516999
25,175,2076,256,388,"2,3,2,1,1,4,5,2,4,8,1,4,2,4,2,1",0.392345
26,191,2200,256,420,"1,5,4,2,3,4,8,3,4,5,3,2,2,3,2,1",0.376768
27,323,4644,512,702,"4,9,5,4,3,6,3,2,2,4,2,1,1,3,1,2",0.526740
28,279,4212,512,620,"3,2,1,4,1,9,4,3,3,1,3,2,4,3,2,1",0.451932
29,186,2168,256,404,"1,4,2,1,5,2,5,3,2,8,4,2,1,4,2,1",0.387434
30,222,2724,256,482,"2,3,4,2,1,7,2,1,5,2,8,2,2,3,2,1",0.421873
31,202,2412,256,456,"1,3,2,1,4,6,5,2,3,5,8,4,2,1,2,1",0.381150
32,286,4280,512,628,"5,1,4,3,3,9,3,2,2,4,2,1,1,2,1,2",0.505717
33,284,4244,512,622,"2,3,1,4,1,4,9,3,4,1,4,2,1,3,2,1",0.524391
34,275,4204,512,612,"2,3,2,1,1,2,5,3,3,9,3,2,1,3,2,1",0.476622
35,177,2088,256,392,"2,1,4,2,1,3,5,4,4,8,3,2,1,4,2,1",0.391725
36,203,2416,256,458,"4,3,1,2,2,6,5,3,4,5,8,2,2,1,2,1",0.392680
37,188,2252,256,412,"2,4,2,1,1,8,1,4,4,6,4,1,1,2,1,2",0.407404
38,170,2028,256,376,"1,3,2,1,3,8,3,2,2,5,2,4,4,1,3,1",0.357141
39,181,2096,256,392,"1,4,3,1,5,8,4,3,3,4,3,2,1,3,2,1",0.377783
40,179,2116,256,398,"3,4,3,2,1,3,5,8,2,5,3,2,1,3,2,1",0.385083
41,175,2092,256,386,"3,5,1,3,2,8,2,1,5,1,4,2,1,3,2,1",0.386600
42,183,2172,256,414,"2,4,2,1,4,5,4,2,1,2,8,4,2,5,1,2",0.355526
43,158,1908,256,344,"2,1,2,1,1,2,4,3,3,8,3,2,2,4,2,1",0.362354
44,268,4124,512,592,"2,3,2,1,3,2,1,3,2,4,3,2,1,2,9,1",0.485963
45,171,2068,256,376,"2,1,3,2,1,8,5,1,5,2,1,2,1,4,2,1",0.370849
46,310,4460,512,666,"1,2,5,4,3,5,9,3,1,2,4,2,2,4,2,1",0.507317
47,334,4744,512,730,"2,3,5,4,6,9,4,3,3,5,3,2,2,3,2,1",0.518048
48,189,2200,256,416,"2,4,2,1,4,5,8,4,2,4,5,1,1,3,1,2",0.393316
49,316,4624,512,712,"1,3,6,4,4,9,4,3,3,5,3,2,2,3,2,1",0.501758
50,166,2004,256,366,"2,1,3,2,8,5,2,1,2,1,4,3,1,4,2,1",0.369367
51,266,4128,512,596,"2,3,2,1,1,2,3,2,2,9,4,1,4,2,1,2",0.455020
52,175,2152,256,392,"2,4,2,1,3,2,6,3,1,8,2,1,2,1,3,2",0.381847
53,202,2396,256,450,"2,5,3,1,3,6,4,5,2,8,2,1,1,2,3,2",0.395466
54,217,2708,256,484,"1,3,1,2,8,7,5,3,3,2,4,2,2,1,2,1",0.414913
55,183,2140,256,396,"2,1,4,2,3,5,8,3,2,4,2,1,1,5,1,2",0.358581
56,185,2224,256,408,"1,3,8,1,2,6,2,4,4,2,1,2,2,4,2,1",0.386927
57,152,1876,256,342,"1,3,2,1,3,1,3,2,1,8,1,3,3,4,3,2",0.326379
58,299,4396,512,654,"3,5,2,1,5,9,4,2,2,4,2,1,1,2,3,2",0.498265
59,300,4424,512,670,"4,1,5,3,5,9,4,2,2,3,2,1,1,4,3,2",0.497277
60,291,4320,512,640,"2,5,2,1,4,9,4,2,3,4,3,1,1,3,1,2",0.522305
61,230,2892,256,518,"1,2,3,1,3,7,6,3,1,8,4,2,2,1,3,1",0.410409
62,186,2156,256,400,"1,3,2,1,3,5,8,2,2,4,5,4,1,3,2,1",0.376873
63,165,1992,256,370,"1,2,4,3,3,8,3,2,5,3,2,1,1,2,3,2",0.372385
64,293,4336,512,650,"3,1,5,3,4,9,3,2,2,3,4,3,1,4,2,1",0.502994
65,202,2364,256,442,"1,2,4,2,4,6,2,1,3,2,5,2,1,8,4,3",0.356844
66,290,4320,512,644,"4,1,3,1,3,9,4,3,2,5,3,2,1,4,2,1",0.477878
67,286,4300,512,638,"1,2,5,3,4,9,3,1,1,4,1,2,4,3,2,1",0.488268
68,210,2472,256,460,"2,6,3,1,5,2,5,3,2,8,1,2,1,5,2,1",0.398411
69,332,4732,512,724,"4,9,5,4,2,6,1,3,3,5,3,2,2,3,2,1",0.535292
70,198,2336,256,438,"3,1,3,1,2,3,4,2,5,8,3,6,4,2,1,2",0.388699
71,203,2404,256,452,"1,2,6,3,3,4,2,1,1,8,5,3,2,5,3,1",0.394286
72,171,2028,256,372,"2,1,3,1,1,2,5,3,4,8,4,2,2,3,2,1",0.398013
73,314,4604,512,696,"1,2,6,4,4,9,4,3,2,5,1,2,1,3,2,1",0.468101
74,224,2736,256,484,"2,5,2,1,1,8,7,3,2,4,3,2,3,1,2,1",0.433945
75,306,4496,512,684,"1,2,5,4,5,9,1,3,3,5,4,2,1,3,2,1",0.490152
76,311,4576,512,688,"3,1,9,4,2,6,4,2,1,5,1,3,2,3,2,1",0.483526
77,324,4696,512,718,"1,2,9,4,3,6,5,3,2,5,3,2,1,4,2,1",0.531408
78,172,2052,256,382,"3,1,4,3,8,5,3,4,2,1,4,1,1,2,1,2",0.379899
79,315,4564,512,688,"2,4,2,4,4,9,4,3,2,6,3,2,1,3,2,1",0.504442
80,163,1972,256,352,"1,2,1,2,3,8,3,1,1,2,5,2,4,1,2,1",0.362452
81,179,2124,256,398,"1,2,4,2,2,5,2,3,3,8,5,2,1,2,4,1",0.380991
82,330,4688,512,708,"1,4,1,4,4,9,4,3,2,6,5,2,1,3,2,1",0.541577
83,198,2352,256,446,"2,4,2,1,5,2,3,4,2,8,6,3,1,3,4,1",0.380697
84,162,1956,256,358,"1,2,4,2,2,4,3,1,4,8,1,2,1,4,2,1",0.370066
85,194,2328,256,436,"2,4,2,1,4,5,8,6,2,4,1,2,1,3,2,1",0.400204
86,262,4096,512,586,"1,2,1,2,2,3,2,1,1,9,3,2,3,2,4,1",0.432006
87,202,2348,256,430,"3,1,2,1,1,6,5,3,4,3,8,2,1,4,2,1",0.408258
88,186,2212,256,400,"2,8,1,2,1,2,3,4,3,1,6,2,2,4,2,1",0.399751
89,282,4288,512,646,"2,3,1,4,9,5,4,3,3,1,3,2,2,4,2,1",0.464300
90,310,4624,512,710,"4,6,2,1,3,9,5,3,2,5,3,2,1,3,2,1",0.493463
91,190,2288,256,426,"2,1,3,1,3,6,1,4,1,5,8,3,3,2,3,1",0.391473
92,199,2356,256,446,"2,4,3,1,4,8,5,3,1,6,4,2,2,3,2,1",0.377897
93,280,4288,512,634,"2,1,5,3,1,5,2,1,3,9,3,2,1,3,2,1",0.496075
94,203,2352,256,434,"2,4,2,1,8,3,6,5,2,4,3,2,1,3,2,1",0.426108
95,180,2096,256,388,"1,2,4,2,2,3,2,1,4,5,8,4,1,4,2,1",0.383957
96,326,4680,512,720,"4,2,6,4,3,9,4,3,4,5,3,2,1,3,2,1",0.514391
97,188,2216,256,404,"2,4,3,1,1,3,6,3,3,8,3,2,1,3,2,1",0.370827
98,333,4736,512,722,"2,1,5,4,9,6,4,3,3,5,3,2,1,3,2,1",0.542994
99,352,5144,512,788,"5,7,4,1,2,1,9,4,5,4,3,2,1,3,2,1",0.543328
