Game Number,Number of Moves,Score,Largest Tile,Sum of Tiles,Losing Configuration,seconds
73,1420,27220,2048,3126,"4,9,4,2,11,7,6,3,3,5,8,2,2,4,3,1",3.880277
74,1889,36244,2048,4128,"5,2,8,11,2,6,10,4,3,4,9,3,1,7,2,1",4.530187
75,755,12492,1024,1654,"2,3,6,3,4,5,7,5,2,10,6,1,1,8,1,3",2.497023
76,1854,35976,2048,4096,"3,5,11,2,5,7,9,4,2,8,4,10,1,2,3,1",4.594085
77,1882,36152,2048,4120,"2,9,2,1,5,10,7,4,4,11,8,5,1,5,3,2",4.424183
78,2812,60480,4096,6200,"2,5,10,1,3,7,6,4,4,12,8,2,2,9,5,1",6.245026
79,1863,35868,2048,4078,"2,6,4,3,1,9,8,6,5,10,11,5,1,3,2,1",4.590701
80,1662,32316,2048,3646,"2,8,2,1,3,5,6,3,4,10,11,5,2,3,7,3",4.205224
81,1428,27428,2048,3172,"2,4,7,3,3,6,11,1,2,9,8,6,1,3,5,4",3.633330
82,980,16460,1024,2154,"5,8,1,2,10,6,9,1,2,7,6,3,1,5,4,2",2.894246
83,1653,32260,2048,3638,"1,2,3,1,4,5,4,7,10,8,6,2,4,11,4,1",4.262286
84,1401,26996,2048,3080,"1,3,4,2,2,11,8,3,4,5,9,5,3,7,2,1",3.766851
85,2817,60424,4096,6170,"4,12,3,1,3,9,5,10,7,6,8,3,2,1,3,1",6.140667
86,1442,27412,2048,3140,"2,8,2,1,1,4,6,9,2,7,11,4,3,6,3,2",4.013481
87,1653,32292,2048,3646,"4,3,2,1,5,10,7,5,2,4,6,3,1,8,11,1",4.196388
88,1346,26388,2048,2986,"2,1,3,1,5,4,8,2,2,9,3,6,1,4,11,3",3.708418
89,1772,34444,2048,3872,"2,5,4,1,1,7,10,5,4,5,11,4,1,9,2,1",4.295773
90,1614,31888,2048,3564,"1,2,1,2,8,10,4,3,5,4,7,1,2,1,4,11",4.119240
91,1844,35996,2048,4100,"3,9,2,3,2,6,4,10,1,7,11,2,2,8,4,1",4.474095
92,1411,27048,2048,3084,"3,7,5,1,4,11,9,2,2,8,5,4,1,2,4,2",3.808683
93,1662,32400,2048,3680,"3,4,5,1,5,8,6,10,3,11,7,4,5,3,2,1",4.125293
94,1911,36576,2048,4204,"1,5,2,3,6,10,6,4,5,7,8,2,3,9,11,1",4.493509
95,961,16344,1024,2148,"3,6,2,1,4,10,7,4,3,6,8,9,1,2,5,3",2.689556
96,1857,36116,2048,4128,"2,1,3,1,3,9,7,2,5,10,8,11,2,4,6,4",4.299186
97,1866,35852,2048,4076,"4,3,2,1,6,9,6,3,2,10,11,8,1,4,5,4",4.317692
98,1889,36240,2048,4122,"1,7,4,6,3,9,8,11,2,5,10,2,1,4,2,1",4.429577
99,1399,27092,2048,3092,"2,9,4,1,1,8,11,7,3,6,5,2,1,2,3,1",3.776108
