Game Number,Number of Moves,Score,Largest Tile,Sum of Tiles,Losing Configuration,seconds
82,950,16096,1024,2076,"1,2,6,2,10,8,4,1,7,9,5,2,3,1,4,1",0.529960
83,953,16272,1024,2122,"3,6,2,3,7,10,6,1,5,9,8,2,1,2,3,1",0.512475
84,1592,31536,2048,3528,"2,5,3,1,4,11,10,2,3,6,8,5,2,3,4,1",0.773394
85,1434,27340,2048,3148,"3,11,5,4,5,6,9,2,4,7,8,1,1,2,4,3",0.720734
86,980,16460,1024,2156,"2,7,5,2,6,8,6,3,4,9,10,5,1,2,1,2",0.526152
87,1860,35788,2048,4052,"1,2,6,2,6,9,8,10,4,11,5,3,3,2,1,2",0.794336
88,917,15788,1024,2032,"3,2,4,2,1,5,8,4,2,9,7,2,1,2,4,10",0.511381
89,1434,27320,2048,3136,"4,5,1,2,9,8,11,7,3,4,6,5,2,1,2,3",0.690523
90,965,16284,1024,2138,"5,2,5,3,7,8,10,5,3,6,9,3,2,3,4,1",0.527265
91,1678,32540,2048,3692,"4,8,6,2,5,11,7,4,3,6,10,3,1,2,4,1",0.758784
92,941,15944,1024,2062,"3,4,2,5,4,10,8,3,3,7,9,2,2,5,3,1",0.484573
93,962,16264,1024,2126,"1,7,5,2,3,9,4,8,5,6,10,2,3,1,5,1",0.530794
94,509,7360,512,1122,"4,1,7,2,5,9,6,1,3,6,4,2,1,2,8,3",0.360325
95,1869,36004,2048,4088,"2,4,8,5,1,10,9,11,2,7,4,3,4,1,2,4",0.815977
96,948,16120,1024,2104,"3,4,3,1,5,6,9,4,7,8,10,3,1,3,4,2",0.512045
97,1750,34408,2048,3880,"2,3,2,1,3,10,4,3,4,11,9,2,7,6,5,1",0.801320
98,1419,27212,2048,3120,"3,1,5,2,2,4,8,4,1,9,7,11,2,4,6,3",0.723755
99,980,16468,1024,2166,"3,5,10,2,6,9,7,6,4,8,5,3,1,2,3,2",0.532070
