Game Number,Number of Moves,Score,Largest Tile,Sum of Tiles,Losing Configuration,seconds
53,1447,27412,2048,3140,"3,11,2,1,1,6,9,6,2,8,5,2,1,3,7,1",1.285130
54,972,16256,1024,2112,"3,4,2,1,10,8,7,3,2,5,9,5,1,4,6,2",0.968254
55,931,15876,1024,2036,"2,1,4,1,5,3,8,2,1,9,10,7,3,5,1,2",0.989040
56,1390,27028,2048,3090,"3,4,2,1,4,7,9,3,2,11,8,6,1,4,2,1",1.300378
57,459,6944,512,1048,"1,9,4,3,2,5,3,2,1,6,8,1,2,1,2,7",0.676549
58,909,15692,1024,2002,"8,2,1,2,1,9,4,1,3,7,10,3,4,1,4,1",0.987386
59,932,16028,1024,2080,"2,1,6,1,4,7,10,8,3,5,9,3,1,2,4,1",0.943462
60,919,15796,1024,2028,"1,2,4,1,10,5,7,8,4,9,4,3,1,2,1,2",0.964309
61,720,12100,1024,1566,"1,2,1,2,4,6,7,1,5,8,10,4,3,1,2,1",0.856824
62,1434,27320,2048,3136,"1,2,5,1,4,7,11,2,5,9,8,3,3,6,4,2",1.280313
63,952,16100,1024,2088,"3,4,3,1,9,10,5,2,2,7,8,4,1,3,6,2",0.874366
64,505,7236,512,1102,"1,4,3,1,2,9,7,2,5,6,8,4,4,5,3,1",0.658449
65,926,15916,1024,2042,"1,9,10,2,2,1,7,4,3,6,2,3,1,2,8,2",0.972517
66,1427,27448,2048,3172,"3,5,2,1,5,11,7,3,6,9,6,2,2,8,2,1",1.233804
67,472,7016,512,1062,"2,8,9,2,1,5,6,4,2,3,7,3,4,1,2,1",0.615151
68,499,7192,512,1090,"2,4,2,1,4,5,6,3,9,7,8,5,1,2,1,3",0.648636
69,854,14588,1024,1884,"1,3,1,2,4,10,6,3,7,6,9,4,2,3,4,3",0.883623
70,898,15696,1024,2022,"4,2,3,1,3,10,7,2,1,9,8,4,2,5,2,1",0.943313
71,354,5176,512,770,"1,3,9,2,2,1,7,4,1,3,6,2,2,1,3,1",0.575539
72,528,7492,512,1150,"4,3,2,1,6,8,5,3,3,7,9,6,2,3,5,2",0.635658
73,988,16428,1024,2130,"2,6,2,1,4,9,8,3,5,6,10,7,1,2,3,1",1.025014
74,950,16184,1024,2118,"3,5,1,4,4,6,7,2,10,8,9,1,1,5,4,2",0.961304
75,946,16060,1024,2082,"1,2,10,3,3,4,5,1,1,6,9,2,2,4,7,8",0.993019
76,1829,35472,2048,3996,"2,3,5,2,11,6,8,1,3,4,10,9,2,1,2,3",1.536741
77,1308,25572,2048,2872,"2,7,2,3,1,4,3,1,2,6,9,11,1,2,6,1",1.285718
78,1773,34296,2048,3840,"1,3,4,2,2,11,5,1,3,9,7,3,10,3,5,2",1.464112
79,947,16088,1024,2080,"1,7,4,1,3,9,10,4,6,8,5,3,1,2,1,2",0.976600
80,1383,26476,2048,2986,"1,11,5,2,3,8,6,3,4,3,9,2,2,1,4,1",1.342972
81,940,16044,1024,2074,"1,2,7,3,3,4,9,1,5,10,8,2,1,2,3,6",0.941287
82,836,14416,1024,1854,"3,5,2,1,1,7,9,3,3,5,10,4,2,6,3,1",0.904029
83,1605,31708,2048,3550,"2,4,2,1,6,11,6,4,1,10,8,3,2,1,5,2",1.352305
84,1461,27604,2048,3184,"1,2,6,4,2,7,5,9,3,11,8,3,5,6,2,1",1.311995
85,1820,35464,2048,4024,"2,6,3,1,3,10,9,2,5,11,5,8,2,1,4,3",1.402214
86,476,7032,512,1060,"1,2,1,2,3,4,7,1,9,8,6,2,3,5,1,4",0.611597
87,887,15292,1024,1932,"2,1,8,1,1,2,6,9,2,3,5,10,3,2,1,2",1.013243
88,1425,27212,2048,3102,"2,6,8,2,9,5,7,1,1,11,4,2,4,2,1,3",1.282031
89,882,15248,1024,1932,"3,1,8,3,2,6,9,1,1,4,10,4,2,3,2,1",0.923825
90,967,16316,1024,2128,"2,9,4,3,3,6,10,1,4,8,6,7,2,4,2,1",0.906545
91,1787,34552,2048,3876,"2,10,4,2,3,7,11,1,5,9,6,2,1,4,2,3",1.447216
92,258,3572,256,582,"2,1,2,1,4,3,1,2,1,2,8,3,3,8,2,1",0.460697
93,750,12460,1024,1650,"2,4,5,1,3,6,8,7,2,10,6,5,1,3,1,2",0.839151
94,1403,26940,2048,3062,"1,2,7,3,2,1,9,5,5,11,8,2,2,4,3,1",1.210069
95,739,12376,1024,1636,"2,3,1,2,1,4,8,6,2,3,7,5,6,2,10,4",0.836390
96,488,7128,512,1078,"3,5,2,1,6,8,4,2,2,7,9,5,1,3,2,1",0.628698
97,967,16216,1024,2096,"1,2,3,1,5,10,6,5,3,7,8,9,1,4,2,1",0.979132
98,838,14332,1024,1832,"1,4,3,2,2,6,7,4,4,9,10,3,3,4,2,1",0.925592
99,711,12120,1024,1596,"8,2,3,2,4,7,10,5,3,5,6,2,2,1,3,1",0.849742
