Game Number,Number of Moves,Score,Largest Tile,Sum of Tiles,Losing Configuration,seconds
26,1402,27176,2048,3130,"1,2,3,2,2,9,6,4,3,8,7,5,5,3,11,2",17.710608
27,2530,55692,4096,5536,"1,4,1,2,2,8,5,12,3,6,10,1,2,1,2,4",28.145283
28,907,15748,1024,2030,"1,10,2,4,5,7,4,9,2,3,8,1,1,2,4,2",13.050391
29,1545,30624,2048,3410,"3,4,1,2,6,5,11,3,1,10,7,5,2,5,2,1",19.502188
30,2795,60352,4096,6178,"1,2,3,1,8,12,4,10,7,6,9,3,3,4,5,1",29.865282
31,934,16032,1024,2078,"2,9,7,1,1,2,6,2,4,8,5,4,2,3,1,10",13.096966
32,961,16156,1024,2086,"4,1,4,1,5,2,8,2,2,7,6,10,1,9,4,2",13.280147
33,946,16116,1024,2092,"1,3,2,1,5,6,10,2,2,7,8,3,9,3,2,5",13.155334
34,1678,32504,2048,3674,"4,6,3,2,2,11,10,3,8,5,7,2,3,2,6,1",21.270612
35,1893,36260,2048,4126,"2,3,4,1,4,6,9,8,11,7,10,2,1,3,5,1",20.982989
36,978,16456,1024,2158,"2,3,6,3,10,7,9,1,2,8,5,6,1,5,1,4",13.512749
37,1651,32196,2048,3606,"2,7,2,1,3,5,6,4,1,8,11,10,2,1,3,2",20.974124
38,1430,27280,2048,3116,"2,1,2,1,1,8,7,4,3,5,11,5,6,2,9,1",19.085732
39,954,16160,1024,2094,"3,2,1,2,1,5,10,6,2,8,7,9,1,4,5,2",13.931809
40,961,16340,1024,2144,"2,6,3,2,4,10,8,7,1,9,6,4,2,1,5,3",13.159487
41,1768,34716,2048,3946,"1,9,1,3,2,7,11,5,6,5,10,6,2,4,2,1",20.393424
42,1624,32092,2048,3610,"4,3,10,1,5,7,11,2,8,6,3,1,3,2,1,2",20.828767
43,1851,35988,2048,4112,"1,2,4,8,3,10,11,5,4,7,9,3,3,4,5,1",21.369649
44,1645,32176,2048,3610,"1,2,8,3,3,7,11,4,5,10,6,2,1,2,1,3",20.571211
45,764,13560,1024,1708,"4,2,1,2,1,3,6,3,2,5,10,1,1,4,9,3",12.309160
46,1633,31864,2048,3580,"3,4,3,1,6,8,11,4,4,5,10,6,1,2,4,2",21.092596
47,1449,27560,2048,3186,"1,3,1,2,6,5,9,7,4,11,6,3,3,8,5,1",18.862228
48,1423,27224,2048,3116,"2,4,6,2,7,8,4,11,2,5,9,1,1,4,3,2",19.061894
49,1838,35848,2048,4068,"1,2,8,1,4,9,4,3,7,10,11,1,3,1,5,3",20.935502
50,1900,36588,2048,4178,"2,3,2,1,8,4,11,7,2,5,9,10,1,7,3,1",21.163952
51,1885,36244,2048,4136,"2,3,2,1,4,5,6,9,8,10,11,4,1,4,7,2",21.076043
52,1663,32376,2048,3640,"3,6,10,3,11,1,6,4,1,8,3,2,2,1,7,1",21.131676
53,1817,35444,2048,4008,"3,2,4,3,6,9,8,4,2,11,5,3,1,10,2,1",21.235164
54,948,16100,1024,2094,"2,1,3,2,4,7,9,4,3,10,6,8,2,3,5,3",13.745132
55,1883,36112,2048,4108,"2,11,2,1,3,4,5,9,10,7,8,4,1,4,5,3",22.518216
56,1717,33828,2048,3782,"1,11,1,4,2,5,9,1,3,4,10,5,2,3,6,3",19.498041
57,1633,32144,2048,3618,"3,6,2,1,5,8,10,11,4,7,4,3,2,1,2,1",20.079391
58,1830,35544,2048,4024,"2,3,10,2,4,6,8,3,5,11,9,5,1,2,3,1",21.709662
59,1433,27460,2048,3178,"2,4,2,1,5,9,6,4,3,7,8,11,2,6,4,2",18.000251
60,1882,36216,2048,4128,"2,4,6,3,11,8,7,10,2,4,3,1,1,5,9,2",21.955706
61,849,14484,1024,1864,"2,3,1,2,4,10,5,3,5,9,7,6,1,2,4,3",13.212664
62,1451,27496,2048,3156,"2,6,2,1,6,3,9,4,2,11,5,8,1,3,7,2",19.247882
63,1902,36424,2048,4162,"2,11,2,10,3,6,7,6,4,8,9,4,1,2,3,2",21.890020
64,1404,27124,2048,3110,"3,4,3,1,7,6,11,2,3,5,9,3,2,8,3,2",18.504046
65,1868,36140,2048,4114,"1,10,5,3,7,8,4,2,3,9,11,1,1,2,6,2",20.294196
66,2474,54776,4096,5448,"2,5,7,1,3,12,3,2,4,5,6,4,1,10,3,2",27.141046
67,1417,27208,2048,3122,"1,3,8,2,4,6,7,4,11,5,9,3,1,3,4,1",17.880216
68,698,11948,1024,1544,"1,2,1,10,3,4,2,1,4,6,8,7,2,3,1,2",11.368448
69,1879,36328,2048,4154,"1,11,4,2,4,6,7,6,1,9,8,2,2,3,10,1",22.449653
70,924,15928,1024,2054,"2,9,6,2,1,4,8,1,2,7,10,2,3,4,3,1",13.341737
71,1755,34168,2048,3836,"1,10,4,2,2,11,5,6,6,4,9,5,3,2,1,2",21.580162
72,1882,36268,2048,4146,"2,3,7,3,1,6,11,4,5,10,8,5,3,1,9,1",22.029061
73,1860,36144,2048,4136,"11,4,2,4,3,9,6,5,2,7,10,8,1,4,2,1",22.480939
74,1646,32208,2048,3620,"8,1,2,4,5,6,10,1,2,7,11,4,1,4,2,1",21.254269
75,1851,35772,2048,4062,"2,3,9,4,6,10,4,11,5,8,6,1,1,2,1,3",21.319671
76,961,16168,1024,2102,"2,3,4,3,4,5,9,7,3,10,8,2,2,6,4,1",14.086357
77,1382,26824,2048,3026,"1,2,1,2,2,1,8,4,11,3,5,1,1,7,9,2",18.526820
78,1656,32256,2048,3630,"8,4,2,1,5,7,11,3,6,4,3,1,4,1,10,2",20.406825
79,968,16312,1024,2144,"5,3,5,1,4,6,8,2,10,7,9,3,4,3,5,1",13.609434
80,1690,32620,2048,3698,"3,11,3,1,4,5,10,6,3,6,7,5,1,8,2,1",20.549300
81,1757,34432,2048,3874,"1,3,4,2,5,9,11,6,3,4,10,7,2,1,2,1",20.068430
82,2368,51520,4096,5176,"2,7,1,3,3,8,5,12,2,9,6,4,1,5,3,2",26.262289
83,1622,31912,2048,3568,"1,2,3,2,2,5,8,4,3,11,7,3,10,4,3,1",20.705195
84,1809,35176,2048,4014,"4,3,2,1,2,11,7,5,6,9,10,4,4,7,3,2",21.221000
85,1866,36196,2048,4140,"5,1,5,2,7,11,6,10,3,9,4,2,2,8,2,1",20.846238
86,1755,34376,2048,3856,"1,9,3,1,2,6,7,2,4,11,10,1,3,4,1,4",22.060439
87,1631,32168,2048,3626,"1,5,3,2,11,10,8,1,3,6,7,2,1,2,5,3",20.823331
88,1651,32344,2048,3650,"6,7,2,1,4,10,11,8,3,6,3,1,2,1,4,2",20.404297
89,958,16200,1024,2112,"1,9,4,3,2,7,8,6,4,3,5,2,5,1,2,10",13.917853
90,1416,27168,2048,3102,"2,1,2,1,3,9,6,3,11,4,3,7,5,3,8,1",18.980398
91,960,16136,1024,2076,"2,1,2,1,3,4,8,4,1,9,7,5,6,10,2,1",13.727419
92,1429,27220,2048,3104,"1,3,2,1,2,6,11,3,9,5,4,7,2,3,8,3",19.088842
93,1682,32444,2048,3668,"2,7,2,1,4,8,4,5,5,10,11,3,4,6,4,1",20.228730
94,1427,27340,2048,3136,"1,2,6,3,4,8,9,6,2,3,7,2,3,11,3,1",18.681948
95,1820,35520,2048,4032,"4,6,5,2,3,9,11,4,2,10,8,2,1,5,3,1",21.738528
96,1857,36116,2048,4128,"4,7,9,2,3,8,11,1,10,6,5,2,3,2,4,1",21.279080
97,964,16336,1024,2136,"2,10,3,2,3,7,6,5,6,8,9,4,2,1,3,1",12.997049
98,1444,27376,2048,3144,"1,3,6,2,4,5,8,7,9,4,11,4,2,5,2,1",18.680852
99,1683,32604,2048,3704,"4,6,10,2,1,7,8,5,2,5,11,2,3,4,6,1",19.924187
